iter	RMSE
252	15910.22674
253	15879.28154
254	15850.28669
255	15841.71348
256	15816.50263
257	15797.3538
258	15759.81008
259	15722.21378
260	15697.04152
261	15660.26453
262	15645.23179
263	15619.95518
264	15607.40366
265	15581.35247
266	15558.61304
267	15536.5529
268	15522.45493
269	15505.97969
270	15466.7789
271	15458.01816
272	15443.98277
273	15411.00409
274	15402.48237
275	15380.74258
276	15364.27457
277	15355.03912
278	15327.53301
279	15299.51187
280	15290.08396
281	15266.4614
282	15235.68734
283	15228.79473
284	15209.06256
285	15177.13726
286	15153.24484
287	15136.15235
288	15110.99037
289	15102.86827
290	15067.82617
291	15058.41356
292	15028.37661
293	15003.67687
294	15000.85235
295	14975.59976
296	14956.28948
297	14919.4306
298	14915.53364
299	14894.08963
300	14861.63533
301	14843.46424
302	14834.80031
303	14817.04787
304	14816.29979
305	14785.46478
306	14779.89825
307	14759.50044
308	14746.19607
309	14719.67729
310	14682.57813
311	14672.15132
312	14667.43845
313	14643.77723
314	14624.95055
315	14593.0886
316	14588.67049
317	14572.60471
318	14540.07924
319	14519.16781
320	14503.69385
321	14498.73703
322	14494.61499
323	14486.89928
324	14464.35048
325	14441.37566
326	14427.92731
327	14413.36325
328	14397.77042
329	14375.09555
330	14354.26639
331	14333.1089
332	14316.14755
333	14306.1786
334	14284.08368
335	14263.28887
336	14243.53765
337	14239.20296
338	14203.93138
339	14184.4228
340	14177.83295
341	14148.71426
342	14113.00894
343	14084.36352
344	14054.6878
345	14034.39904
346	14030.37058
347	13981.19806
348	13950.64353
349	13927.34849
350	13901.43296
351	13888.96187
352	13885.14149
353	13861.54996
354	13851.23031
355	13833.38225
356	13829.52956
357	13811.26023
358	13795.82011
359	13791.7509
360	13782.86618
361	13778.83619
362	13773.95317
363	13768.2749
364	13766.76246
365	13757.73073
366	13747.65719
367	13733.71997
368	13725.74417
369	13721.82862
370	13702.72155
371	13678.64796
372	13665.04534
373	13661.20201
374	13657.677
375	13632.0839
376	13618.65799
377	13611.98729
378	13604.01397
379	13582.14654
380	13579.13633
381	13545.35839
382	13543.58927
383	13535.97477
384	13525.75332
385	13521.87618
386	13496.20018
387	13473.08371
388	13463.38601
389	13460.47649
390	13425.6001
391	13403.96366
392	13396.21153
393	13374.43471
394	13359.63407
395	13358.39392
396	13341.82675
397	13316.93371
398	13297.87263
399	13279.80294
400	13264.2922
401	13243.69574
402	13235.09554
403	13226.33106
404	13214.5264
405	13199.18929
406	13177.81334
407	13135.56426
408	13114.10078
409	13113.28596
410	13096.57466
411	13093.24144
412	13072.63472
413	13064.63851
414	13061.39131
415	13040.83147
416	13021.72605
417	13010.17894
418	13005.85392
419	12984.67087
420	12966.39309
421	12951.35674
422	12924.20194
423	12916.84695
424	12898.62981
425	12887.09423
426	12863.63293
427	12860.64822
428	12846.08011
429	12830.19816
430	12819.12656
431	12800.38493
432	12795.38716
433	12782.32488
434	12760.40537
435	12742.78451
436	12728.95579
437	12702.70722
438	12681.24954
439	12665.36327
440	12650.82232
441	12643.72274
442	12637.57501
443	12620.67882
444	12611.90975
445	12590.54737
446	12578.41718
447	12559.84349
448	12536.69039
449	12511.9193
450	12498.64674
451	12469.02638
452	12454.97169
453	12444.3473
454	12422.57429
455	12412.9779
456	12385.91526
457	12364.10821
458	12345.14223
459	12326.004
460	12313.34452
461	12298.32894
462	12270.78961
463	12267.11653
464	12251.67892
465	12240.67429
466	12228.09973
467	12217.61354
468	12195.98139
469	12178.35418
470	12158.80548
471	12150.80595
472	12131.87366
473	12110.37563
474	12100.99752
475	12089.86005
476	12078.00783
477	12064.02431
478	12047.11127
479	12032.67013
480	12018.55172
481	12003.74951
482	11986.7217
483	11974.81151
484	11962.25005
485	11946.20162
486	11936.47607
487	11932.04899
488	11914.9614
489	11914.64127
490	11886.95815
491	11860.13059
492	11840.99155
493	11824.27858
494	11807.71319
495	11797.84351
496	11775.94906
497	11769.46541
498	11745.88152
499	11740.97817
500	11737.42275
501	11734.66224
502	11724.83006
503	11705.71599
504	11703.00426
505	11687.02258
506	11676.52903
507	11663.8848
508	11651.7155
509	11635.46835
510	11633.14524
511	11620.14089
512	11613.34319
513	11609.77123
514	11596.58006
515	11576.83228
516	11564.39339
517	11555.68099
518	11553.9116
519	11544.63226
520	11531.71307
521	11525.31488
522	11513.01211
523	11501.13594
524	11488.70888
525	11462.15892
526	11448.57573
527	11446.02858
528	11434.53939
529	11432.41223
530	11408.84307
531	11378.18651
532	11358.99833
533	11341.77003
534	11330.47183
535	11319.375
536	11307.92204
537	11287.99545
538	11275.99673
539	11264.55461
540	11248.00611
541	11236.81123
542	11230.49131
543	11226.51393
544	11207.10462
545	11193.00183
546	11179.34858
547	11172.11196
548	11165.57568
549	11153.0519
550	11143.10779
551	11129.50738
552	11125.0783
553	11110.29594
554	11092.85342
555	11091.00042
556	11078.76598
557	11071.26039
558	11058.26216
559	11055.04523
560	11045.60152
561	11038.05598
562	11017.86514
563	11005.4272
564	10987.58784
565	10976.27496
566	10964.92029
567	10948.08633
568	10936.70975
569	10924.53293
570	10911.86064
571	10898.25839
572	10888.31359
573	10883.02629
574	10871.46412
575	10867.16372
576	10859.5659
577	10850.9839
578	10836.28356
579	10821.19379
580	10813.90889
581	10799.14512
582	10791.73676
583	10768.46251
584	10759.20906
585	10756.18698
586	10743.46481
587	10740.90065
588	10731.94964
589	10712.464
590	10704.43117
591	10686.48359
592	10677.1838
593	10671.74601
594	10661.22412
595	10656.9457
596	10640.06536
597	10632.77492
598	10613.52025
599	10596.49347
600	10582.28819
601	10574.45481
602	10566.73528
603	10557.76854
604	10548.69491
605	10538.65281
606	10531.6662
607	10523.20034
608	10506.92657
609	10496.28419
610	10478.84856
611	10469.21885
612	10458.58549
613	10451.04754
614	10436.37551
615	10435.55576
616	10417.26134
617	10402.84357
618	10392.01067
619	10385.4419
620	10374.40018
621	10371.37163
622	10357.2654
623	10347.13061
624	10331.11506
625	10321.84414
626	10316.13166
627	10302.38472
628	10301.47882
629	10296.49049
630	10282.73298
631	10269.46151
632	10263.0521
633	10259.94521
634	10249.48044
635	10241.39761
636	10230.69007
637	10218.91587
638	10214.5489
639	10211.35323
640	10208.43631
641	10201.53894
642	10195.69564
643	10192.6749
644	10162.181
645	10149.35304
646	10132.74209
647	10130.33943
648	10121.38776
649	10110.63127
650	10109.94122
651	10097.0814
652	10089.02591
653	10079.30637
654	10063.34139
655	10061.13602
656	10043.36333
657	10042.46034
658	10034.87708
659	10023.88986
660	10022.81506
661	10007.31803
662	10003.27722
663	9983.439705
664	9969.736871
665	9962.386465
666	9957.102598
667	9950.600616
668	9937.40665
669	9927.570633
670	9923.125997
671	9910.224101
672	9902.256867
673	9896.25217
674	9895.467154
675	9891.363494
676	9881.943012
677	9866.44433
678	9858.589313
679	9845.692975
680	9834.009111
681	9819.649538
682	9811.969044
683	9794.529496
684	9794.333337
685	9793.472483
686	9775.821532
687	9775.380524
688	9774.964309
689	9769.5709
690	9758.964821
691	9753.567712
692	9744.026714
693	9733.595388
694	9715.613117
695	9715.219982
696	9698.614568
697	9688.685901
698	9674.681842
699	9671.919133
700	9670.644387
701	9656.046729
702	9647.171006
703	9632.474619
704	9629.610205
705	9623.164952
706	9617.065334
707	9614.236919
708	9602.186096
709	9596.887448
710	9592.164178
711	9591.023175
712	9584.899171
713	9575.646488
714	9567.580035
715	9557.156375
716	9547.929656
717	9544.993286
718	9540.180062
719	9530.587346
720	9525.820313
721	9515.978818
722	9500.869667
723	9486.743502
724	9472.689369
725	9461.136772
726	9454.871922
727	9448.085153
728	9446.235234
729	9437.998462
730	9430.41757
731	9417.28752
732	9415.998026
733	9410.235739
734	9407.99031
735	9398.920481
736	9398.466952
737	9386.841949
738	9377.038868
739	9374.98368
740	9362.727515
741	9361.374507
742	9352.466293
743	9351.260913
744	9350.670159
745	9347.102303
746	9347.012337
747	9340.599094
748	9339.003196
749	9331.533796
750	9324.793133
751	9316.062541
752	9314.520817
753	9302.330588
754	9295.552565
755	9294.26358
756	9278.766594
757	9275.19887
758	9261.211652
759	9257.011126
760	9250.623404
761	9237.188945
762	9231.619844
763	9227.871679
764	9216.308978
765	9214.476534
766	9206.854072
767	9197.457456
768	9186.670387
769	9184.075264
770	9179.475209
771	9165.15249
772	9161.289777
773	9153.186995
774	9150.251547
775	9141.390529
776	9140.645582
777	9132.888532
778	9117.905311
779	9113.945337
780	9107.460985
781	9086.026246
782	9081.61608
783	9077.268996
784	9064.021303
785	9057.630063
786	9045.461893
787	9035.965965
788	9029.810475
789	9027.4579
790	9022.305955
791	9016.696748
792	9010.772737
793	9005.080722
794	9003.952631
795	9003.706448
796	8995.529832
797	8994.66977
798	8993.800085
799	8991.515647
800	8981.11741
801	8978.043763
802	8969.24823
803	8965.847021
804	8955.467023
805	8953.072251
806	8944.840262
807	8942.898861
808	8939.442815
809	8921.453656
810	8913.03563
811	8903.808982
812	8892.353318
813	8882.209508
814	8881.252376
815	8879.154039
816	8865.994512
817	8859.990222
818	8851.642795
819	8847.895546
820	8836.914703
821	8835.194909
822	8834.619642
823	8815.94454
824	8809.050603
825	8804.271073
826	8803.447669
827	8802.959225
828	8796.810161
829	8791.381126
830	8783.337615
831	8775.421272
832	8771.093752
833	8760.751682
834	8758.303333
835	8757.535943
836	8746.295894
837	8734.282035
838	8722.889947
839	8721.922145
840	8711.835065
841	8710.60972
842	8703.722125
843	8700.476982
844	8699.847503
845	8696.79616
846	8683.815377
847	8671.297398
848	8667.982341
849	8666.205955
850	8653.343627
851	8644.847986
852	8639.271761
853	8631.752378
854	8626.128601
855	8616.96565
856	8603.973821
857	8602.669209
858	8598.75586
859	8594.117472
860	8589.307826
861	8573.011919
862	8564.608897
863	8555.198439
864	8551.898339
865	8531.006323
866	8524.032915
867	8521.02826
868	8515.025204
869	8514.471437
870	8509.390007
871	8501.153847
872	8485.866436
873	8475.211934
874	8464.334634
875	8451.783936
876	8447.572216
877	8447.359481
878	8433.648776
879	8423.196367
880	8414.031452
881	8398.902761
882	8398.78184
883	8398.729731
884	8392.961799
885	8392.424556
886	8391.583504
887	8381.1956
888	8371.780665
889	8363.551728
890	8351.641585
891	8344.654538
892	8339.795838
893	8331.870344
894	8319.641111
895	8314.69775
896	8304.145291
897	8294.841113
898	8286.767297
899	8277.287861
900	8273.561316
901	8267.688155
902	8266.535922
903	8254.387238
904	8253.697502
905	8238.415021
906	8229.837052
907	8227.612193
908	8221.658787
909	8220.622142
910	8215.140923
911	8210.889562
912	8204.352571
913	8195.596774
914	8191.997055
915	8190.521653
916	8183.398206
917	8171.688529
918	8161.416667
919	8152.404927
920	8147.149414
921	8144.158849
922	8143.783208
923	8142.919863
924	8140.520091
925	8139.84619
926	8135.73931
927	8133.613318
928	8129.753768
929	8129.055817
930	8128.826396
931	8127.979817
932	8114.915218
933	8111.169553
934	8110.339145
935	8101.364138
936	8097.876508
937	8096.850079
938	8088.18671
939	8084.782598
940	8075.600401
941	8071.707841
942	8066.051919
943	8065.742273
944	8064.760382
945	8047.016978
946	8038.819461
947	8036.428412
948	8031.543273
949	8026.888254
950	8024.875882
951	8017.881737
952	8017.704752
953	8011.299185
954	8007.528103
955	8003.357723
956	8001.652348
957	7996.038588
958	7993.702847
959	7992.12766
960	7985.044348
961	7981.795648
962	7980.974313
963	7972.734313
964	7968.026184
965	7965.48171
966	7961.497582
967	7956.822075
968	7956.200978
969	7952.971516
970	7948.893519
971	7943.973316
972	7940.112577
973	7939.31978
974	7927.028113
975	7926.308266
976	7911.360468
977	7906.459595
978	7904.321821
979	7903.64982
980	7888.151011
981	7887.28096
982	7880.972783
983	7880.177346
984	7868.167006
985	7867.951204
986	7864.16908
987	7857.048893
988	7855.999016
989	7855.366829
990	7848.713723
991	7847.993824
992	7845.440347
993	7834.663674
994	7829.836047
995	7821.356047
996	7814.45818
997	7814.360806
998	7814.146721
999	7801.636889
1000	7791.383956
1001	7786.012912
1002	7782.817044
1003	7782.42452
1004	7779.399371
1005	7771.786947
1006	7768.462594
1007	7767.526432
1008	7764.114547
1009	7763.103498
1010	7756.911785
1011	7752.959862
1012	7752.074693
1013	7751.68187
1014	7750.979956
1015	7745.272331
1016	7744.567641
1017	7743.407942
1018	7742.873979
1019	7738.97123
1020	7727.290466
1021	7727.009685
1022	7723.735764
1023	7716.159707
1024	7709.024164
1025	7704.535283
1026	7700.949367
1027	7700.227978
1028	7697.283264
1029	7691.622916
1030	7685.970794
1031	7684.039336
1032	7681.783568
1033	7676.586553
1034	7668.116235
1035	7661.797796
1036	7654.150098
1037	7649.475917
1038	7646.35499
1039	7643.564836
1040	7634.709121
1041	7626.807027
1042	7621.794539
1043	7618.330016
1044	7613.720393
1045	7609.4304
1046	7604.720952
1047	7601.035516
1048	7597.226657
1049	7595.457863
1050	7584.109181
1051	7580.403651
1052	7577.261404
1053	7576.754422
1054	7567.91106
1055	7560.295618
1056	7557.043682
1057	7551.916795
1058	7549.674286
1059	7539.698869
1060	7538.89808
1061	7538.387407
1062	7533.37394
1063	7530.861186
1064	7517.830581
1065	7517.039102
1066	7516.429185
1067	7509.188666
1068	7504.170913
1069	7499.089119
1070	7495.609318
1071	7495.141975
1072	7492.035842
1073	7487.360674
1074	7483.87076
1075	7482.595635
1076	7477.522037
1077	7476.435998
1078	7468.945912
1079	7462.587014
1080	7462.097855
1081	7456.068688
1082	7447.673
1083	7443.799755
1084	7441.004279
1085	7438.218991
1086	7430.864068
1087	7427.151989
1088	7418.729655
1089	7409.559294
1090	7405.840743
1091	7400.787052
1092	7397.530156
1093	7392.901442
1094	7391.828843
1095	7386.906032
1096	7382.601291
1097	7374.414931
1098	7370.081456
1099	7360.930835
1100	7350.471339
1101	7344.391928
1102	7338.594895
1103	7334.713713
1104	7325.39206
1105	7320.963399
1106	7315.0838
1107	7308.473347
1108	7305.810358
1109	7298.060015
1110	7297.387857
1111	7296.696601
1112	7293.917466
1113	7289.741706
1114	7275.541469
1115	7272.361089
1116	7267.174367
1117	7263.600999
1118	7257.938055
1119	7252.924322
1120	7243.175198
1121	7236.517129
1122	7229.85216
1123	7225.333897
1124	7220.703701
1125	7220.575237
1126	7211.047562
1127	7207.170118
1128	7202.942825
1129	7197.540029
1130	7183.979991
1131	7181.175564
1132	7171.533437
1133	7162.383489
1134	7156.397784
1135	7152.796261
1136	7150.349945
1137	7138.679328
1138	7134.725715
1139	7120.965935
1140	7116.375992
1141	7110.707892
1142	7109.609313
1143	7107.661928
1144	7099.74009
1145	7087.66541
1146	7080.078069
1147	7079.700477
1148	7078.138414
1149	7069.35328
1150	7064.146647
1151	7061.874197
1152	7059.796153
1153	7057.628422
1154	7055.70599
1155	7051.506939
1156	7038.610571
1157	7026.401968
1158	7025.130909
1159	7015.71316
1160	7013.57502
1161	7011.772942
1162	7006.753001
1163	6999.12883
1164	6996.665489
1165	6989.315925
1166	6987.52281
1167	6983.468493
1168	6978.58627
1169	6973.144166
1170	6964.154899
1171	6964.054782
1172	6963.699688
1173	6958.708344
1174	6957.761155
1175	6956.242043
1176	6950.148375
1177	6940.427185
1178	6929.672692
1179	6925.600201
1180	6914.607774
1181	6912.516583
1182	6908.535291
1183	6904.487078
1184	6903.721109
1185	6898.22887
1186	6896.481726
1187	6893.43828
1188	6892.768712
1189	6890.743559
1190	6889.978709
1191	6884.589803
1192	6879.786067
1193	6878.312827
1194	6875.412625
1195	6873.820299
1196	6871.986846
1197	6870.229739
1198	6864.869714
1199	6857.480979
1200	6849.693397
1201	6846.921511
1202	6845.854469
1203	6845.263325
1204	6843.702367
1205	6841.135835
1206	6829.851871
1207	6823.370563
1208	6820.758087
1209	6816.962264
1210	6813.511263
1211	6812.794924
1212	6811.167904
1213	6806.077512
1214	6798.094511
1215	6796.944526
1216	6794.108778
1217	6790.838253
1218	6786.584828
1219	6781.798984
1220	6779.75822
1221	6770.26812
1222	6768.47434
1223	6767.501849
1224	6765.068009
1225	6762.482275
1226	6760.509533
1227	6751.977778
1228	6749.132841
1229	6746.482388
1230	6743.82072
1231	6733.331919
1232	6724.581622
1233	6721.93865
1234	6716.757335
1235	6714.00886
1236	6707.762531
1237	6705.326424
1238	6702.911369
1239	6695.720142
1240	6690.761758
1241	6687.246319
1242	6685.287356
1243	6682.118168
1244	6669.607735
1245	6665.1179
1246	6661.401039
1247	6657.972055
1248	6653.518238
1249	6644.002
1250	6636.649255
1251	6632.370098
1252	6628.301755
1253	6621.774543
1254	6616.020034
1255	6613.910311
1256	6612.739901
1257	6612.482863
1258	6611.759783
1259	6611.56304
1260	6607.892911
1261	6605.832096
1262	6603.573389
1263	6597.378173
1264	6596.830314
1265	6596.103474
1266	6595.336861
1267	6594.38104
1268	6588.833894
1269	6586.045536
1270	6581.106116
1271	6568.577739
1272	6567.957424
1273	6560.021363
1274	6558.742651
1275	6557.966502
1276	6556.11535
1277	6554.42702
1278	6551.264891
1279	6548.943658
1280	6545.967859
1281	6537.267841
1282	6534.359335
1283	6524.161422
1284	6518.551307
1285	6515.123246
1286	6504.256418
1287	6503.934512
1288	6503.483935
1289	6501.654934
1290	6498.033907
1291	6496.179366
1292	6492.588877
1293	6492.261883
1294	6485.47248
1295	6474.446335
1296	6468.280227
1297	6460.078506
1298	6459.694251
1299	6450.239259
1300	6446.504752
1301	6441.571029
1302	6439.340063
1303	6436.105174
1304	6435.685931
1305	6433.369253
1306	6421.899378
1307	6416.716247
1308	6416.628033
1309	6416.047624
1310	6409.152139
1311	6405.958918
1312	6405.626107
1313	6403.830433
1314	6402.215771
1315	6397.765825
1316	6394.082076
1317	6393.78136
1318	6388.01003
1319	6380.29285
1320	6378.097282
1321	6377.72581
1322	6372.528918
1323	6369.678375
1324	6369.117515
1325	6368.489273
1326	6366.226865
1327	6365.430748
1328	6363.841111
1329	6362.137593
1330	6360.841548
1331	6357.416701
1332	6355.732004
1333	6353.345075
1334	6353.03042
1335	6352.804827
1336	6346.911351
1337	6336.076598
1338	6332.086674
1339	6326.451271
1340	6321.957791
1341	6321.347699
1342	6320.58526
1343	6318.674883
1344	6318.485445
1345	6317.375166
1346	6316.766523
1347	6316.441264
1348	6316.120787
1349	6315.563203
1350	6306.03557
1351	6302.00931
1352	6301.888089
1353	6297.978456
1354	6292.958427
1355	6288.869025
1356	6283.833826
1357	6280.832107
1358	6280.626672
1359	6278.493199
1360	6276.153065
1361	6273.15968
1362	6270.961328
1363	6267.232481
1364	6258.963405
1365	6250.656778
1366	6247.224701
1367	6243.825823
1368	6241.512185
1369	6239.151438
1370	6238.333863
1371	6237.295297
1372	6232.146937
1373	6229.497673
1374	6228.583578
1375	6225.902366
1376	6222.794984
1377	6218.680002
1378	6207.692711
1379	6200.612221
1380	6195.933254
1381	6190.543704
1382	6189.461584
1383	6184.660912
1384	6184.225183
1385	6175.522949
1386	6173.586949
1387	6169.296213
1388	6164.587878
1389	6162.325373
1390	6159.313485
1391	6154.499831
1392	6151.809834
1393	6148.640883
1394	6146.880727
1395	6146.627124
1396	6140.334556
1397	6135.943086
1398	6129.643221
1399	6122.715011
1400	6113.933808
1401	6112.596233
1402	6110.624703
1403	6108.483703
1404	6107.236317
1405	6101.913053
1406	6098.67297
1407	6097.893506
1408	6092.481639
1409	6085.832408
1410	6079.837979
1411	6077.983094
1412	6074.308303
1413	6072.034827
1414	6071.726512
1415	6070.896873
1416	6069.275181
1417	6063.998361
1418	6063.62873
1419	6060.141952
1420	6059.093183
1421	6057.651771
1422	6053.260615
1423	6051.572741
1424	6050.353033
1425	6046.239297
1426	6041.123631
1427	6039.437958
1428	6038.323672
1429	6037.86446
1430	6034.33696
1431	6033.204561
1432	6031.463203
1433	6024.067954
1434	6020.86799
1435	6017.497579
1436	6012.91905
1437	6005.211477
1438	6001.626839
1439	5999.439785
1440	5996.250547
1441	5994.695956
1442	5989.902737
1443	5989.470164
1444	5986.14118
1445	5978.244786
1446	5974.867763
1447	5973.197389
1448	5972.544828
1449	5969.063889
1450	5963.30742
1451	5959.495934
1452	5957.179067
1453	5954.475788
1454	5950.668484
1455	5943.875059
1456	5940.588752
1457	5940.268673
1458	5939.139001
1459	5935.6091
1460	5930.695169
1461	5928.858029
1462	5926.303595
1463	5923.079799
1464	5917.285712
1465	5911.577841
1466	5911.287152
1467	5904.553083
1468	5903.78222
1469	5897.274657
1470	5893.725662
1471	5891.962141
1472	5889.302515
1473	5888.842189
1474	5883.960358
1475	5883.353405
1476	5880.105583
1477	5873.645262
1478	5871.398391
1479	5868.382396
1480	5862.464462
1481	5859.281463
1482	5849.31969
1483	5842.721387
1484	5838.312034
1485	5837.178812
1486	5828.941819
1487	5826.238638
1488	5824.699516
1489	5823.190183
1490	5823.146192
1491	5822.057903
1492	5817.673855
1493	5815.017149
1494	5811.662062
1495	5810.38841
1496	5802.827642
1497	5794.975948
1498	5794.336851
1499	5793.687582
